path,class,detected,score,box,action
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP6224559501847986395.jpg,1.85mm-F,yes,0.691,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP6407774081729084779.jpg,1.85mm-F,yes,0.724,0|2816|3060|4080,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP6766702318785571265.jpg,1.85mm-F,yes,0.901,0|590|3060|4080,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP6831252735351431655.jpg,1.85mm-F,yes,0.606,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP7298066871721808916.jpg,1.85mm-F,yes,0.926,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP7615658914673946363.jpg,1.85mm-F,yes,0.812,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP9053690337805667799.jpg,1.85mm-F,yes,0.536,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_01E8C238-D06B-41F8-885F-53DDAEA0087D.jpg,1.85mm-F,yes,0.909,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_0F7F908E-5507-4941-AE97-C4084F31074B.jpg,1.85mm-F,yes,0.750,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_493DFD16-5A0E-4603-8A56-6D677FF3F138.jpg,1.85mm-F,yes,0.937,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_497E3E45-3524-4205-B670-21F1AC7DCF3D.jpg,1.85mm-F,yes,0.498,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_4C2D4310-1493-4086-8C03-B914050EBAA7.jpg,1.85mm-F,yes,0.922,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_513EDDE7-B84F-48E4-850A-B943B64E3DC0.jpg,1.85mm-F,yes,0.952,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_68B7420F-0C6D-4224-9DDC-32E7741485F3.jpg,1.85mm-F,yes,0.452,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_6C941597-E66E-4591-B3C8-CD7237CC151B.jpg,1.85mm-F,yes,0.797,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_81938DC7-7F21-43D7-821E-B7B956019024.jpg,1.85mm-F,yes,0.948,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_8265E3F9-36FB-4D23-B7A3-33D36E146F32.jpg,1.85mm-F,yes,0.800,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_8E1E81AA-A69B-4309-AEBD-2CCBD2B1FF2B.jpg,1.85mm-F,yes,0.566,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_95DFF31A-C3C7-49C1-8C7F-5BBAA15A7206.jpg,1.85mm-F,yes,0.467,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_ACF7DB2C-4591-401F-86C4-A52998F83F16.jpg,1.85mm-F,yes,0.913,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_B7A4C0BF-A602-4414-850B-717F7BCB7C29.jpg,1.85mm-F,yes,0.940,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_DA4BC98F-AEF4-41D5-BA67-C30F192B443F.jpg,1.85mm-F,yes,0.785,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_E6CA47B8-6112-4117-88A9-AAB1ACC8A2AA.jpg,1.85mm-F,yes,0.933,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_EBCEAF74-199A-40C7-90E6-5ECD1FDDCBCD.jpg,1.85mm-F,yes,0.765,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_EC0CFADD-80F2-41AE-BF33-447975CF15C7.jpg,1.85mm-F,yes,0.843,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_F0286035-B78F-4F76-A950-46ADDA574760.jpg,1.85mm-F,yes,0.934,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_F3B55F34-3F3F-4D47-8CAA-BD325AC093EA.jpg,1.85mm-F,yes,0.512,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-F/photo_2026-05-16_CAP_F995D38D-B48C-46C0-9A88-035384D30E13.jpg,1.85mm-F,yes,0.568,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP1094821294161133978.jpg,1.85mm-M,yes,0.701,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP1226899604157728764.jpg,1.85mm-M,yes,0.957,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP1703910346480850283.jpg,1.85mm-M,yes,0.957,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP2004462137446828395.jpg,1.85mm-M,yes,0.669,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP2308601901053114068.jpg,1.85mm-M,yes,0.844,0|1245|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP2420414732746450748.jpg,1.85mm-M,yes,0.741,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP2637879979951499593.jpg,1.85mm-M,yes,0.896,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP2772046088754415900.jpg,1.85mm-M,yes,0.938,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP2851460955085362961.jpg,1.85mm-M,yes,0.879,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP3209472878802616471.jpg,1.85mm-M,yes,0.947,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP3275692289173139605.jpg,1.85mm-M,yes,0.700,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP3947944100770528213.jpg,1.85mm-M,yes,0.870,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP3953564265946563538.jpg,1.85mm-M,yes,0.820,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP4188378149086626624.jpg,1.85mm-M,yes,0.907,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP4199244646563870556.jpg,1.85mm-M,yes,0.619,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP431690590339248116.jpg,1.85mm-M,yes,0.742,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP4552675000285046132.jpg,1.85mm-M,yes,0.810,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP478879650439577089.jpg,1.85mm-M,yes,0.849,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP5194755156078483792.jpg,1.85mm-M,yes,0.891,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP6037102783878191277.jpg,1.85mm-M,yes,0.930,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP6133059761187602616.jpg,1.85mm-M,yes,0.536,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP6250264352336849909.jpg,1.85mm-M,yes,0.766,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP6566421811524545711.jpg,1.85mm-M,yes,0.981,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP7067827789204628471.jpg,1.85mm-M,yes,0.860,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP7273154245473581139.jpg,1.85mm-M,yes,0.814,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP8369211183965799664.jpg,1.85mm-M,yes,0.804,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP8666833322294146055.jpg,1.85mm-M,yes,0.659,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-14_CAP9138525094731991829.jpg,1.85mm-M,yes,0.741,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP1496784988568939804.jpg,1.85mm-M,yes,0.969,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP1774596311556121710.jpg,1.85mm-M,yes,0.629,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP1963463001533740745.jpg,1.85mm-M,yes,0.948,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP2144681578713291080.jpg,1.85mm-M,yes,0.741,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP2628496611805867184.jpg,1.85mm-M,yes,0.719,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP3817162039279338826.jpg,1.85mm-M,yes,0.906,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP4371418232947215208.jpg,1.85mm-M,yes,0.896,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP4872857627550062005.jpg,1.85mm-M,yes,0.966,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP572656675038366593.jpg,1.85mm-M,yes,0.977,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP5763717440628200356.jpg,1.85mm-M,yes,0.744,0|0|3060|3798,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP600182745375233386.jpg,1.85mm-M,yes,0.490,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP6198067089846263145.jpg,1.85mm-M,yes,0.451,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP6312438119867715885.jpg,1.85mm-M,yes,0.965,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP6334418723335326160.jpg,1.85mm-M,yes,0.982,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP6460867142878697189.jpg,1.85mm-M,yes,0.737,0|0|3060|3976,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP6476731216732816335.jpg,1.85mm-M,yes,0.980,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP6693196700273864421.jpg,1.85mm-M,yes,0.943,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP7541549248284435830.jpg,1.85mm-M,yes,0.841,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP7566281171641537476.jpg,1.85mm-M,yes,0.722,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP7618222231542002176.jpg,1.85mm-M,yes,0.883,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP8827695537787958410.jpg,1.85mm-M,yes,0.877,0|0|3060|4080,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_070245DF-3D35-4F5A-852B-8C7594DF652A.jpg,1.85mm-M,yes,0.639,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_1747B754-F51F-4C0D-8EC2-81A15738958B.jpg,1.85mm-M,yes,0.867,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_1BEA4F2A-DCE6-455F-9B98-5BA51C407C4E.jpg,1.85mm-M,yes,0.979,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_29744236-C892-4753-AC29-39CD625AF294.jpg,1.85mm-M,yes,0.951,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_34F0EC34-F31A-413D-A4C3-288116A4507C.jpg,1.85mm-M,yes,0.869,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_408E586A-C524-43E3-9F38-9EC9385E94BB.jpg,1.85mm-M,yes,0.949,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_4D2A1E3D-629C-473D-8D10-0ED32124D4E8.jpg,1.85mm-M,yes,0.804,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_4FF3E4EA-1412-4D7B-9CBD-E1FD07D2EEB5.jpg,1.85mm-M,yes,0.915,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_571773F4-7272-47EF-B062-DC6EECFC5BA3.jpg,1.85mm-M,yes,0.510,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_5BECB4CE-032B-4EF6-AE8F-A388CB177E81.jpg,1.85mm-M,yes,0.794,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_63784FE5-18ED-4E03-A184-69C1576BB362.jpg,1.85mm-M,yes,0.954,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_64A65395-982B-4236-B39B-6921CEFAFAC0.jpg,1.85mm-M,yes,0.946,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_6D4EBE5F-3AC3-42C7-94ED-E9151968FF4D.jpg,1.85mm-M,yes,0.560,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_6E841B1E-5F6D-480F-AB83-044D59520C84.jpg,1.85mm-M,yes,0.960,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_725387A8-743F-424D-B58E-E6EB13A08B27.jpg,1.85mm-M,yes,0.402,0|0|77|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_754FA787-D4C5-4852-AFA6-4F679BE1BE8B.jpg,1.85mm-M,yes,0.901,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_7A03E619-9239-4AE1-8CB6-3201223CBFAC.jpg,1.85mm-M,yes,0.516,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_8F74A668-3F60-446B-97C7-7A4754079E09.jpg,1.85mm-M,yes,0.648,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_924E39C3-6240-441C-8178-88459B7C908D.jpg,1.85mm-M,yes,0.965,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_9A42C817-56F9-4369-87F1-157D5085D9C2.jpg,1.85mm-M,yes,0.916,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_9AEB5D35-72B7-4F96-A3AC-883415838242.jpg,1.85mm-M,yes,0.533,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_A1B4843E-8D94-40E9-A361-2F36947C2716.jpg,1.85mm-M,yes,0.605,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_A3F86AC5-0B09-4EEB-AA33-0A27FA629AB6.jpg,1.85mm-M,yes,0.942,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_A911512D-44C1-46B1-9C8B-133A761E2EFB.jpg,1.85mm-M,yes,0.974,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_AB1E7A09-F1A5-426C-BDBD-C54DC9A5C2CC.jpg,1.85mm-M,yes,0.491,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_B08DDF5B-5EE1-4289-AE6B-41EF9E58F920.jpg,1.85mm-M,yes,0.557,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_B37CB67D-09F1-47FB-AFEC-BEC1A25CF0B9.jpg,1.85mm-M,yes,0.981,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_B759D73C-C69A-4FB5-AE6C-60A12A87C0BF.jpg,1.85mm-M,yes,0.978,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_C3472A5A-2D77-4BE9-A739-38D6A7A4E076.jpg,1.85mm-M,yes,0.983,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_D47B03F4-3AC6-4E34-A989-C4A956D69B8F.jpg,1.85mm-M,yes,0.653,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_D79175F4-F55A-49D7-8867-C75500C709C6.jpg,1.85mm-M,yes,0.391,0|0|77|4032,cropped_lowconf
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_D8301973-CC83-4B14-8BEC-6575C2061B74.jpg,1.85mm-M,yes,0.405,2950|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_E232C24A-30D9-43D9-8392-8221289A26EA.jpg,1.85mm-M,yes,0.903,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_E4E309EC-B029-4E21-9F0F-3867042CF8B3.jpg,1.85mm-M,yes,0.922,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_EE036DDC-7E05-4BD8-B204-FABE28443C2E.jpg,1.85mm-M,yes,0.985,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_F87AFCF6-5BAA-4DA0-95EC-9D0CD4C19145.jpg,1.85mm-M,yes,0.701,0|0|3024|4032,cropped
data/labeled/embedder/1.85mm-M/photo_2026-05-16_CAP_FA5E9728-454C-4E96-A0F2-644D2865ED1D.jpg,1.85mm-M,yes,0.911,0|0|3024|4032,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP1187665559120071766.jpg,2.4mm-F,yes,0.837,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP1465469418021681067.jpg,2.4mm-F,yes,0.881,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP2525564463073734043.jpg,2.4mm-F,yes,0.913,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP3642350084524908115.jpg,2.4mm-F,yes,0.647,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP4236041153399031235.jpg,2.4mm-F,yes,0.551,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP4300465350402299912.jpg,2.4mm-F,yes,0.765,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP4335004129644552481.jpg,2.4mm-F,yes,0.933,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP4616077316975410191.jpg,2.4mm-F,yes,0.784,0|0|3060|4080,cropped
data/labeled/embedder/2.4mm-F/photo_2026-05-14_CAP4736329186441530918.jpg,2.4mm-F,yes,0.954,0|0|3060|4080,cropped
